lon,lat,SummerModerate,SummerSevere,SummerExtreme,SummerModel,AutomnModerate,AutomnSevere,AutomnExtreme,AutomnModel,WinterModerate,WinterSevere,WinterExtreme,WinterModel,SpringModerate,SpringSevere,SpringExtreme,SpringModel
-47.3,-16.225,29.17,15.48,5.73,2,15.51,7.55,2.67,2,8.3,1.32,-0.82,2,17.48,8.99,3.4,2
-47.8,-16.225,21.01,11.06,4.25,2,16.22,8.19,3.05,2,12.57,9.41,0.74,3,17.97,9.28,3.52,2
-48.3,-16.225,34.77,18.01,6.11,2,30.01,15.26,5.23,2,0,0,0,1,23.31,11.87,4.28,2
-48.8,-16.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-49.3,-16.225,0,0,0,1,0,0,0,1,11.16,4.05,1,2,0,0,0,1
-49.8,-16.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-50.3,-16.225,0,0,0,1,19.5,10.03,3.76,2,42.58,42.58,42.58,3,0,0,0,1
-50.8,-16.225,19.88,10.5,4.08,2,24.28,12.37,4.43,2,0,0,0,1,0,0,0,1
-51.3,-16.225,21.53,11.35,4.36,2,22.82,11.54,4.13,2,0,0,0,1,0,0,0,1
-51.8,-16.225,26.86,14.28,5.38,2,17.54,8.94,3.34,2,16.34,16.34,16.34,2,0,0,0,1
-52.3,-16.225,28.48,15.41,5.92,2,24.01,12.17,4.34,2,16.19,16.19,16.19,2,0,0,0,1
-52.8,-16.225,59.93,43.42,22.25,5,23.11,11.8,4.28,2,11.42,4.12,1.02,2,8.11,7.68,5.5,3
-53.3,-16.225,67.71,51.56,26.71,5,61.76,42.83,19.62,5,0,0,0,1,18.21,9.52,3.67,2
-53.8,-16.225,56.77,39.89,19.85,5,25.42,13.52,5.14,2,0,0,0,1,23.5,19.87,14.05,4
-54.3,-16.225,18.53,9.85,3.89,2,0,0,0,1,0,0,0,1,0,0,0,1
-54.8,-16.225,52.63,42.65,28.18,7,10.72,10.77,8.35,3,0,0,0,1,17.88,9.27,3.55,2
-55.3,-16.225,42.78,27.27,12.6,5,0,0,0,1,0,0,0,1,0,0,0,1
-55.8,-16.225,31.04,33.69,31.83,11,18.08,9.44,3.64,2,0,0,0,1,0,0,0,1
-56.3,-16.225,30.95,33.06,30.73,11,19.78,9.61,3.31,2,9.51,3.37,0.81,2,0,0,0,1
-56.8,-16.225,19.64,10.18,3.85,2,17.43,-0.74,-1.92,4,13.72,4.51,0.9,2,8.13,-2.18,-1.92,4
-57.3,-16.225,11.57,11.76,9.28,3,27.89,13.89,4.67,2,18.99,6.62,1.34,2,21.07,10.29,3.53,2
-57.8,-16.225,13.15,13.52,10.96,3,26.08,13.42,4.83,2,15.05,5.77,1.44,2,18.99,9.55,3.47,2
-58.3,-16.225,16.3,8.64,3.43,2,17.16,8.89,3.4,2,0,0,0,1,18.02,9.19,3.42,2
-58.8,-16.225,22.84,24.68,22.43,6,19.22,9.89,3.71,2,12.4,10.8,7.45,3,19.62,9.96,3.65,2
-59.3,-16.225,25.37,20.41,13.67,4,23.24,11.94,4.36,2,0,0,0,1,18.09,9.13,3.35,2
-59.8,-16.225,25.83,20.99,14.25,4,24.91,12.61,4.45,2,0,0,0,1,17.93,8.95,3.24,2
-39.3,-16.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-39.8,-16.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-40.3,-16.725,17.04,8.4,3,2,0,0,0,1,0,0,0,1,10.71,10.37,7.79,3
-40.8,-16.725,0,0,0,1,0,0,0,1,14.16,6.88,2.45,2,10.57,10.02,7.38,3
-41.3,-16.725,0,0,0,1,0,0,0,1,20.71,9.46,2.93,2,0,0,0,1
-41.8,-16.725,0,0,0,1,0,0,0,1,16.42,7.31,2.26,2,0,0,0,1
-42.3,-16.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-42.8,-16.725,17.54,8.98,3.37,2,0,0,0,1,0,0,0,1,0,0,0,1
-43.3,-16.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-43.8,-16.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-44.3,-16.725,23.91,11.89,4.11,2,20.38,9.28,2.88,2,29.15,29.15,29.15,2,0,0,0,1
-44.8,-16.725,31.73,14.49,4.01,2,22.62,9.52,2.54,2,42.58,42.58,42.58,10,-8.72,-6.54,-2.3,4
-45.3,-16.725,18.99,9.76,3.66,2,16.22,7.78,2.69,2,0,0,0,1,-10.31,-5.95,-2.25,3
-45.8,-16.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-46.3,-16.725,0,0,0,1,0,0,0,1,6,0.65,-0.82,2,0,0,0,1
-46.8,-16.725,0,0,0,1,0,0,0,1,8.27,2.61,0.52,2,0,0,0,1
-47.3,-16.725,0,0,0,1,0,0,0,1,5.66,0.66,-0.82,2,0,0,0,1
-47.8,-16.725,20.3,10.78,4.21,2,0,0,0,1,0,0,0,1,0,0,0,1
-48.3,-16.725,36.35,18.83,6.31,2,17.81,8.91,3.24,2,0,0,0,1,30.22,15.36,5.25,2
-48.8,-16.725,23.02,12.33,4.81,2,0,0,0,1,13.74,11.78,8.06,3,0,0,0,1
-49.3,-16.725,0,0,0,1,0,0,0,1,11.35,4.26,1.1,2,0,0,0,1
-49.8,-16.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-50.3,-16.725,23.78,25.72,23.51,6,18.03,9.29,3.51,2,20.78,14.53,4.76,3,0,0,0,1
-50.8,-16.725,16.06,8.56,3.43,2,22.94,11.73,4.27,2,23.01,13.58,13.58,3,0,0,0,1
-51.3,-16.725,18.8,9.97,3.92,2,24.9,12.55,4.41,2,0,0,0,1,0,0,0,1
-51.8,-16.725,20.78,10.85,4.12,2,25.28,12.59,4.33,2,0,0,0,1,0,0,0,1
-52.3,-16.725,22.21,11.83,4.6,2,27.78,14.13,4.93,2,13.64,4.95,1.18,2,7.45,7.32,5.35,3
-52.8,-16.725,27.85,14.99,5.73,2,29.21,14.94,5.2,2,13.04,4.94,1.25,2,16.05,8.33,3.22,2
-53.3,-16.725,55.18,38.72,19.47,5,34.48,18.04,6.26,2,0,0,0,1,22.16,11.54,4.34,2
-53.8,-16.725,21.21,11.41,4.52,2,32.96,17.52,6.32,2,13.47,11.95,8.44,3,13.37,14.29,12.02,3
-54.3,-16.725,20.95,10.71,3.95,2,34.49,33.81,28.99,8,16.83,14.9,10.72,3,25.86,28.15,26.14,6
-54.8,-16.725,11.16,11.32,8.89,3,11.73,11.47,8.79,3,15.66,13.44,9.32,3,14.96,7.7,2.95,2
-55.3,-16.725,61.3,44.34,22.35,5,0,0,0,1,0,0,0,1,15.18,7.77,2.96,2
-55.8,-16.725,16.86,8.66,3.28,2,30.52,30.37,26.18,11,10.49,3.69,0.87,2,21.81,20.57,16.26,11
-56.3,-16.725,33.1,34.91,32.25,11,49.49,52.62,50.69,11,8.72,2.74,0.54,2,26.37,25.15,20.44,11
-56.8,-16.725,27.06,13.36,4.47,2,12.08,-3.92,-2.23,4,9.21,2.84,0.53,2,38.45,39.45,35.83,11
-57.3,-16.725,26.44,13.44,4.74,2,20.72,-0.7,-2,4,13.29,4.37,0.87,2,10.35,-1.84,-1.91,4
-57.8,-16.725,21.18,11.05,4.19,2,28.56,14.61,5.11,2,13.11,4.98,1.26,2,17.44,8.7,3.15,2
-58.3,-16.725,16.42,8.71,3.46,2,0,0,0,1,0,0,0,1,15.28,7.78,2.93,2
-39.3,-17.225,0,0,0,1,14.71,7.46,2.81,2,0,0,0,1,0,0,0,1
-39.8,-17.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-40.3,-17.225,16.04,7.89,2.83,2,0,0,0,1,0,0,0,1,0,0,0,1
-40.8,-17.225,0,0,0,1,14.55,7.1,2.55,2,0,0,0,1,0,0,0,1
-41.3,-17.225,15.89,8.03,2.99,2,17.04,7.95,2.63,2,16.95,7.66,2.41,2,46.04,28.01,11.76,5
-41.8,-17.225,0,0,0,1,19.57,9.09,2.93,2,22.29,9.27,2.42,2,18.18,9.03,3.24,2
-42.3,-17.225,0,0,0,1,17.92,8.43,2.8,2,18.52,7.71,2.11,2,15.65,7.75,2.81,2
-42.8,-17.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-43.3,-17.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-43.8,-17.225,0,0,0,1,0,0,0,1,0,0,0,1,-15.9,-6.7,-2.3,11
-44.3,-17.225,20.02,10.02,3.59,2,17.11,7.86,2.54,2,4.71,-0.71,-2.23,2,0,0,0,1
-44.8,-17.225,24.03,11,3.31,2,4.15,-4.43,-2.2,4,1.04,-4.4,-2.3,2,-7.51,-6.46,-2.3,4
-45.3,-17.225,25.88,12.97,4.47,2,18.81,8.49,2.64,2,11.72,13.58,13.58,2,3.16,-3.96,-2.14,4
-45.8,-17.225,0,0,0,1,0,0,0,1,3.38,-2.35,-0.74,2,0,0,0,1
-46.3,-17.225,0,0,0,1,0,0,0,1,15.97,13.44,13.44,2,0,0,0,1
-46.8,-17.225,18.89,9.83,3.75,2,0,0,0,1,10.01,1.53,-0.32,2,2.63,-4,-2.14,4
-47.3,-17.225,25.07,13.27,5.02,2,0,0,0,1,7.57,-1.79,-2.28,2,22.29,10.74,3.57,2
-47.8,-17.225,24.93,13.42,5.21,2,0,0,0,1,10.62,3.65,0.85,2,18.22,9.43,3.59,2
-48.3,-17.225,25.57,13.75,5.32,2,0,0,0,1,10.82,4.7,4.62,2,17.7,9.15,3.48,2
-48.8,-17.225,26.1,13.37,4.76,2,17.94,9.07,3.34,2,12.21,4.54,1.15,2,17.47,8.91,3.33,2
-49.3,-17.225,32.41,27.64,20.05,4,0,0,0,1,9.44,3.52,0.92,2,9.94,9.77,7.38,3
-49.8,-17.225,29.91,16,5.97,2,15.43,7.72,2.84,2,9.77,0.91,-2.08,2,0,0,0,1
-50.3,-17.225,30.28,15.95,5.79,2,21.08,10.48,3.69,2,18.54,15.15,2.05,3,0,0,0,1
-50.8,-17.225,22.14,11.78,4.58,2,16.74,8.57,3.24,2,9.74,3.73,1.01,2,0,0,0,1
-51.3,-17.225,20.19,10.88,4.34,2,20.75,10.76,4.05,2,12.65,4.85,1.27,2,0,0,0,1
-51.8,-17.225,23.87,12.7,4.88,2,27.35,19.5,11.27,4,16.86,6.34,1.53,2,9.32,9.03,6.68,3
-52.3,-17.225,74.47,65.51,43.03,10,22.13,11.46,4.28,2,15.26,5.87,1.5,2,0,0,0,1
-52.8,-17.225,19.43,10.51,4.24,2,20.78,10.84,4.12,2,16.08,14.57,10.66,3,0,0,0,1
-53.3,-17.225,25.35,19.28,12.08,4,29.14,15.22,5.49,2,14.07,12.35,8.66,3,22.73,11.74,4.34,2
-53.8,-17.225,28.88,15.58,5.93,2,40.45,20.76,6.56,2,12.95,11.49,8.08,3,24.3,12.96,4.99,2
-54.3,-17.225,27.11,14.11,5.13,2,32.57,15.91,4.97,2,14.74,13.24,9.54,3,21.9,11.62,4.5,2
-54.8,-17.225,53.63,45.28,31.96,7,28.53,14.59,5.11,2,11.14,8.19,-0.51,3,16.05,8.28,3.17,2
-55.3,-17.225,27.73,14.19,5,2,16.32,8.1,2.94,2,0,0,0,1,15.78,7.86,2.87,2
-55.8,-17.225,21.33,10.69,3.81,2,-11.04,-6.63,-2.3,4,9.79,3.23,0.69,2,21.73,19.34,14.38,11
-56.3,-17.225,26.86,13.24,4.42,2,33.37,33.23,28.87,11,29.15,29.15,29.15,10,29.3,28.02,23.05,11
-56.8,-17.225,35.24,17.23,5.27,2,31.56,13.95,3.67,2,10.61,3.43,0.69,2,5.06,-5.15,-2.27,4
-57.3,-17.225,69.46,50.21,22.19,5,38.45,17.91,4.78,2,11.61,4.15,0.98,2,9.69,-3.05,-2.12,4
-57.8,-17.225,68.5,51.13,24.91,5,39.19,19.21,5.63,2,12.84,5.04,1.34,2,16.88,8.24,2.91,2
-58.3,-17.225,56.4,39.47,19.53,5,25.78,13.46,4.96,2,12.28,5.09,1.47,2,15.77,7.96,2.97,2
-39.3,-17.725,0,0,0,1,20.98,10.63,3.86,2,19.01,9.46,3.38,2,16.9,8.47,3.1,2
-39.8,-17.725,0,0,0,1,16.13,8.19,3.07,2,0,0,0,1,15.23,7.67,2.85,2
-40.3,-17.725,21.95,10.61,3.56,2,76.57,64.77,36.69,10,0,0,0,1,0,0,0,1
-40.8,-17.725,22.38,10.98,3.77,2,12.68,12.16,9.22,3,0,0,0,1,0,0,0,1
-41.3,-17.725,28.01,13.63,4.41,2,19.46,9.25,3.09,2,13.56,6.2,2.04,2,18.87,9.24,3.24,2
-41.8,-17.725,16.56,8.47,3.2,2,16.65,7.93,2.71,2,12.85,5.76,1.85,2,48.58,30.55,13.31,5
-42.3,-17.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-42.8,-17.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-43.3,-17.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-43.8,-17.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-44.3,-17.725,15.99,8.24,3.15,2,0,0,0,1,0,0,0,1,0,0,0,1
-44.8,-17.725,20.72,10.38,3.7,2,20.57,9.64,3.12,2,9.67,3.14,0.67,2,0,0,0,1
-45.3,-17.725,23.5,12.06,4.39,2,23.53,11.09,3.54,2,10.81,4.22,4.62,2,17.1,8.53,3.1,2
-45.8,-17.725,20.37,10.68,4.1,2,15.38,7.51,2.67,2,11.66,3.74,0.75,2,16.48,8.43,3.18,2
-46.3,-17.725,0,0,0,1,0,0,0,1,29.15,29.15,29.15,2,0,0,0,1
-46.8,-17.725,25.65,13.12,4.69,2,0,0,0,1,-6.67,-6.04,-2.28,4,-12.22,-6.67,-2.3,4
-47.3,-17.725,34.28,17.94,6.23,2,18.16,9.05,3.26,2,12.39,2.17,-0.23,2,20.65,9.69,3.12,2
-47.8,-17.725,27.28,21.56,14.17,4,16.87,8.63,3.25,2,8.35,0.88,-5.58,2,21.11,10.68,3.87,2
-48.3,-17.725,21.37,11.53,4.58,2,0,0,0,1,0,0,0,1,15.46,8.04,3.12,2
-48.8,-17.725,28.32,14.8,5.37,2,20.95,10.56,3.8,2,10,3.7,0.96,2,27.98,24.33,17.94,4
-49.3,-17.725,-14.62,-6.5,-2.28,10,17.66,8.97,3.33,2,0,0,0,1,13.54,13.75,11.06,3
-49.8,-17.725,30.97,16.27,5.84,2,25.09,12.66,4.44,2,7.8,0.66,-2.07,2,0,0,0,1
-50.3,-17.725,26.42,13.87,5.14,2,25.26,12.8,4.52,2,15.01,13.38,9.57,3,0,0,0,1
-50.8,-17.725,19.88,10.7,4.27,2,0,0,0,1,24.86,18.43,11.38,4,0,0,0,1
-51.3,-17.725,59.15,42.26,21.21,5,17.39,9.13,3.56,2,29.15,29.15,29.15,2,0,0,0,1
-51.8,-17.725,83.23,85.85,67.47,10,27.38,14.17,5.1,2,16.12,6.14,1.53,2,9.41,9.04,6.65,3
-52.3,-17.725,81.13,79.53,59.63,10,55.21,37.72,18.04,5,29.15,29.15,29.15,2,0,0,0,1
-52.8,-17.725,21.44,11.65,4.68,2,24.01,12.55,4.69,2,0,0,0,1,16.65,8.65,3.33,2
-53.3,-17.725,28.34,23.07,15.73,4,29.48,21.47,12.72,4,0,0,0,1,22.65,11.75,4.38,2
-53.8,-17.725,18.96,10.11,4,2,27.77,14.31,5.1,2,0,0,0,1,0,0,0,1
-54.3,-17.725,0,0,0,1,22.65,11.33,3.99,2,0,0,0,1,0,0,0,1
-54.8,-17.725,24.83,20.2,13.71,4,11.75,11.65,9.03,3,15.96,14.33,10.41,3,0,0,0,1
-55.3,-17.725,41.84,43.1,39.63,8,0,0,0,1,0,0,0,1,0,0,0,1
-55.8,-17.725,21.83,10.88,3.83,2,13.45,6.56,2.36,2,0,0,0,1,16.5,7.97,2.78,2
-56.3,-17.725,33.13,16.73,5.52,2,27.35,12.97,4.04,2,0,0,0,1,8.2,-2.17,-1.92,4
-56.8,-17.725,39.07,19.95,6.34,2,36.44,16.93,4.62,2,0,0,0,1,20.02,9.28,2.98,2
-57.3,-17.725,46.41,23.98,7.13,2,41.58,19.52,5.08,2,0,0,0,1,23.04,10.81,3.45,2
-39.8,-18.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-40.3,-18.225,15.94,7.82,2.79,2,0,0,0,1,0,0,0,1,0,0,0,1
-40.8,-18.225,18.5,9.16,3.26,2,79.54,71.53,43.52,10,0,0,0,1,0,0,0,1
-41.3,-18.225,15.06,7.69,2.92,2,14.6,7.16,2.58,2,0,0,0,1,0,0,0,1
-41.8,-18.225,0,0,0,1,15.58,7.4,2.53,2,0,0,0,1,0,0,0,1
-42.3,-18.225,0,0,0,1,19.24,9.16,3.06,2,12.13,5.49,1.79,2,0,0,0,1
-42.8,-18.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-43.3,-18.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-43.8,-18.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-44.3,-18.225,0,0,0,1,81.42,76.85,49.73,10,31.29,29.47,23.82,11,0,0,0,1
-44.8,-18.225,15.68,8.12,3.13,2,15.98,7.73,2.71,2,0,0,0,1,0,0,0,1
-45.3,-18.225,23.52,12.18,4.5,2,28.33,13.25,4,2,5.06,-1.91,-0.74,2,0,0,0,1
-45.8,-18.225,24.54,12.74,4.7,2,24.56,11.86,3.9,2,12.59,4.26,0.93,2,16.52,8.29,3.04,2
-46.3,-18.225,22.48,11.75,4.43,2,18,9.06,3.32,2,0,0,0,1,18.04,9.14,3.37,2
-46.8,-18.225,30.23,15.57,5.44,2,16.44,8.28,3.07,2,11.09,4.07,1.01,2,22.31,11.31,4.07,2
-47.3,-18.225,33.2,16.99,5.73,2,29.1,14.52,4.86,2,16.7,5.76,1.18,2,14.92,7.41,2.71,2
-47.8,-18.225,33.04,17.39,6.17,2,27.79,14.05,4.86,2,12.4,4.66,4.62,2,17.56,8.75,3.16,2
-48.3,-18.225,23.19,12.38,4.8,2,16.25,8.3,3.13,2,10.75,4.61,4.62,2,17.06,8.85,3.4,2
-48.8,-18.225,29.28,22.24,13.91,4,20.34,10.29,3.74,2,12.7,1.71,-2.09,2,25.24,20.84,14.4,4
-49.3,-18.225,27.85,21.82,14.2,4,21.81,11.03,3.97,2,8.37,0.75,-2.08,2,0,0,0,1
-49.8,-18.225,21.62,11.52,4.49,2,24.58,12.36,4.33,2,0,0,0,1,0,0,0,1
-50.3,-18.225,26.12,13.63,5.02,2,31.22,15.84,5.35,2,12.17,4.83,1.32,2,0,0,0,1
-50.8,-18.225,24.66,12.93,4.84,2,9.08,9.12,6.93,3,11.89,4.72,1.3,2,10.87,8.4,5.17,11
-51.3,-18.225,27.63,25.43,19.98,8,11.59,11.94,9.54,3,14.48,5.86,1.61,2,0,0,0,1
-51.8,-18.225,25.69,21.56,15.19,4,59.21,41.38,19.9,5,13.42,5.37,1.46,2,0,0,0,1
-52.3,-18.225,23.12,19.32,13.48,4,18.6,9.61,3.64,2,11.11,4.56,1.31,2,0,0,0,1
-52.8,-18.225,32.54,17.28,6.25,2,41.19,21.26,6.73,2,0,0,0,1,22.8,11.79,4.36,2
-53.3,-18.225,30.65,22.92,14.05,4,34.62,17.55,5.74,2,0,0,0,1,27.24,22.43,15.49,4
-53.8,-18.225,30.52,21.92,12.73,4,-8.56,-4.91,-1.99,10,0,0,0,1,17.7,9.32,3.64,2
-54.3,-18.225,29.69,15.35,5.42,2,26.81,13.51,4.68,2,0,0,0,1,17.89,9.27,3.55,2
-54.8,-18.225,28.3,20.28,11.79,4,25.79,12.82,4.38,2,13.07,11.41,7.93,3,15.3,7.81,2.96,2
-55.3,-18.225,36.8,34.78,28.71,8,19.53,9.84,3.57,2,0,0,0,1,17.32,8.81,3.29,2
-55.8,-18.225,24.58,12.49,4.45,2,21.11,10.69,3.88,2,0,0,0,1,20.26,10.2,3.68,2
-56.3,-18.225,30.88,16.04,5.67,2,31.44,15.66,5.12,2,0,0,0,1,19.61,9.82,3.53,2
-56.8,-18.225,31.49,16.49,5.87,2,31.18,15.09,4.7,2,0,0,0,1,19.85,9.82,3.47,2
-57.3,-18.225,36.99,19.06,6.28,2,28.03,13.46,4.26,2,0,0,0,1,26.1,12.58,4.07,2
-39.8,-18.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-40.3,-18.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-40.8,-18.725,16.56,8.3,3.04,2,14.85,7.27,2.61,2,0,0,0,1,0,0,0,1
-41.3,-18.725,0,0,0,1,14.53,7.14,2.58,2,0,0,0,1,0,0,0,1
-41.8,-18.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-42.3,-18.725,18.86,9.64,3.59,2,20.92,9.96,3.29,2,12.19,5.36,1.68,2,16.3,8.1,2.94,2
-42.8,-18.725,23.48,12.05,4.39,2,21.15,10.11,3.36,2,15.3,6.39,1.81,2,14.74,7.26,2.63,2
-43.3,-18.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-43.8,-18.725,22.48,11.8,4.47,2,77.34,64.97,35.25,10,10.07,3.94,1.08,2,0.27,-4.06,-2.1,4
-44.3,-18.725,0,0,0,1,11.3,10.51,7.66,3,0,0,0,1,0,0,0,1
-44.8,-18.725,15.66,8.13,3.15,2,11.54,10.74,7.85,3,0,0,0,1,0,0,0,1
-45.3,-18.725,24.9,12.47,4.33,2,80.36,72.25,42.14,10,11.3,4.31,1.15,2,14.61,7.3,2.69,2
-45.8,-18.725,30.55,22.28,13.24,4,29.89,14.37,4.49,2,15.78,5.65,1.28,2,19.35,9.49,3.31,2
-46.3,-18.725,24.32,12.72,4.74,2,25.23,12.73,4.47,2,0,0,0,1,17.52,8.88,3.29,2
-46.8,-18.725,18.5,9.75,3.8,2,0,0,0,1,0,0,0,1,14.12,7.29,2.82,2
-47.3,-18.725,19.41,10.12,3.87,2,19.78,10.22,3.85,2,15.47,5.82,1.42,2,0,0,0,1
-47.8,-18.725,31.3,16.1,5.57,2,23.36,11.94,4.33,2,12.61,4.51,1.07,2,18.84,9.6,3.56,2
-48.3,-18.725,27.62,14.68,5.51,2,18.69,9.51,3.53,2,11.25,4.89,4.62,2,0,0,0,1
-48.8,-18.725,28.3,14.81,5.39,2,19.08,9.67,3.55,2,10.49,4.06,1.1,2,0,0,0,1
-49.3,-18.725,21.92,11.62,4.48,2,19.95,10.12,3.71,2,0,0,0,1,0,0,0,1
-49.8,-18.725,19.03,10.17,4.03,2,20.5,10.37,3.77,2,0,0,0,1,0,0,0,1
-50.3,-18.725,30.05,15.81,5.74,2,26.71,13.49,4.68,2,11.19,4.69,1.39,2,0,0,0,1
-50.8,-18.725,64.36,45.13,20.4,5,22.57,11.5,4.16,2,0,0,0,1,-7.15,-5.23,-2.16,11
-51.3,-18.725,37.28,19.78,6.86,2,29.66,15.42,5.5,2,0,0,0,1,17.77,16.07,11.95,11
-51.8,-18.725,40.98,21.62,7.15,2,31.42,15.95,5.39,2,27.55,26.21,21.26,6,14.62,7.45,2.82,2
-52.3,-18.725,33.7,24.91,14.98,4,60.65,41.01,18.11,5,12.41,5,1.39,2,23.44,11.92,4.28,2
-52.8,-18.725,34.12,17.45,5.83,2,32.63,16.49,5.47,2,0,0,0,1,26.04,20.97,14.1,4
-53.3,-18.725,29.46,23.74,16.03,4,32.27,16.55,5.64,2,0,0,0,1,16.28,16.77,13.98,3
-53.8,-18.725,44.92,42.39,35.26,8,26.18,13.54,4.9,2,0,0,0,1,12.64,12.88,10.31,3
-54.3,-18.725,37.6,19.05,6.05,2,27.4,13.96,4.89,2,0,0,0,1,17.97,9.25,3.5,2
-54.8,-18.725,33.4,23.58,13.31,4,28.97,14.54,4.92,2,0,0,0,1,17.08,8.72,3.27,2
-55.3,-18.725,31.41,22.88,13.53,4,29.08,14.8,5.11,2,0,0,0,1,11.18,11.12,8.59,3
-55.8,-18.725,28.84,14.62,5.03,2,30.79,15.79,5.45,2,0,0,0,1,10.9,10.84,8.35,3
-56.3,-18.725,28.94,14.96,5.3,2,31.37,23.61,14.6,4,0,0,0,1,10.75,10.67,8.18,3
-56.8,-18.725,23.79,12.37,4.59,2,21.52,10.63,3.69,2,0,0,0,1,0,0,0,1
-57.3,-18.725,26.69,13.84,5.02,2,19.19,9.46,3.33,2,0,0,0,1,20.1,9.98,3.54,2
-39.8,-19.225,0,0,0,1,66.49,49.96,25.76,10,0,0,0,1,0,0,0,1
-40.3,-19.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-40.8,-19.225,19.09,9.66,3.54,2,18.13,8.97,3.21,2,0,0,0,1,0,0,0,1
-41.3,-19.225,17,8.7,3.28,2,14.84,7.11,2.48,2,0,0,0,1,0,0,0,1
-41.8,-19.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-42.3,-19.225,0,0,0,1,14.72,7.21,2.59,2,0,0,0,1,0,0,0,1
-42.8,-19.225,20.29,10.53,3.98,2,18.31,8.81,3.02,2,15.36,6.5,1.87,2,0,0,0,1
-43.3,-19.225,19.31,10.1,3.88,2,21.82,21.83,18.29,6,12.54,5.3,1.56,2,0,0,0,1
-43.8,-19.225,20.98,11.03,4.23,2,23.07,23.1,19.48,6,13.38,5.18,1.34,2,17.28,8.81,3.3,2
-44.3,-19.225,0,0,0,1,9.09,8.44,6.02,3,10.94,4.16,1.08,2,15.68,7.89,2.92,2
-44.8,-19.225,17.32,9.03,3.49,2,19.2,9.33,3.23,2,-3.68,-5.5,-2.25,4,14,6.96,2.56,2
-45.3,-19.225,22.68,11.5,4.13,2,22.35,10.83,3.65,2,12.61,5,1.36,2,14.02,7.12,2.69,2
-45.8,-19.225,-11.41,-5.74,-2.16,10,28.92,13.91,4.39,2,17.36,6.3,1.39,2,15.28,7.74,2.89,2
-46.3,-19.225,27.94,14.67,5.38,2,27.75,14,4.82,2,16.9,6.61,1.68,2,16.85,8.76,3.38,2
-46.8,-19.225,16.26,8.61,3.41,2,0,0,0,1,11.85,4.99,1.49,2,0,0,0,1
-47.3,-19.225,24.38,12.83,4.83,2,16.6,8.58,3.29,2,12.86,5.14,1.41,2,0,0,0,1
-47.8,-19.225,17.97,9.22,3.47,2,0,0,0,1,0,0,0,1,8.73,8.34,6.06,3
-48.3,-19.225,35.13,18.63,6.57,2,0,0,0,1,0,0,0,1,0,0,0,1
-48.8,-19.225,42.32,22.58,7.52,2,19.36,9.84,3.63,2,0,0,0,1,0,0,0,1
-49.3,-19.225,31.59,16.98,6.31,2,24.77,12.74,4.62,2,0,0,0,1,0,0,0,1
-49.8,-19.225,61.84,44.13,21.45,5,27.3,13.98,4.95,2,0,0,0,1,0,0,0,1
-50.3,-19.225,58.88,40.55,18.96,5,27.1,13.84,4.88,2,0,0,0,1,0,0,0,1
-50.8,-19.225,60.77,42.48,20.05,5,25.23,12.96,4.67,2,0,0,0,1,0,0,0,1
-51.3,-19.225,59.53,50.43,35.03,7,22.99,11.74,4.26,2,0,0,0,1,0,0,0,1
-51.8,-19.225,32.23,17.26,6.34,2,22.45,11.39,4.1,2,10.41,9.18,6.32,3,0,0,0,1
-52.3,-19.225,79.7,68.93,35.77,5,64.87,45.07,19.9,5,11.78,5.07,1.56,2,18.1,9.1,3.32,2
-52.8,-19.225,63.81,54.46,37.54,7,23.91,12.16,4.36,2,0,0,0,1,9.66,9.37,6.97,3
-53.3,-19.225,66.35,54.94,35.01,7,29.47,15.17,5.33,2,0,0,0,1,11.48,11.12,8.42,3
