lon,lat,SummerModerate,SummerSevere,SummerExtreme,SummerModel,AutomnModerate,AutomnSevere,AutomnExtreme,AutomnModel,WinterModerate,WinterSevere,WinterExtreme,WinterModel,SpringModerate,SpringSevere,SpringExtreme,SpringModel
-60.3,4.775,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-59.8,4.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-60.3,4.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-60.8,4.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-61.3,4.275,15.43,14.41,10.86,3,0,0,0,1,0,0,0,1,0,0,0,1
-64.8,4.275,61.91,37.41,12.92,5,26.92,13.49,4.63,2,20.68,10.55,3.87,2,41.89,20.16,5.5,2
-51.3,3.775,0,0,0,1,24.44,12.62,4.62,2,57.47,38.54,17.35,5,0,0,0,1
-51.8,3.775,10.21,9.71,7.15,3,11.1,11.32,8.92,3,63.4,44.08,19.85,5,0,0,0,1
-59.8,3.775,0,0,0,1,0,0,0,1,20.99,10.7,3.92,2,0,0,0,1
-60.3,3.775,0,0,0,1,0,0,0,1,18.41,9.52,3.62,2,0,0,0,1
-60.8,3.775,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-61.3,3.775,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-61.8,3.775,14.59,13.3,9.73,3,0,0,0,1,-7.85,-4.51,-1.87,10,0,0,0,1
-62.3,3.775,20.25,8.46,2.3,2,0,0,0,1,0,0,0,1,14.89,15,12.1,3
-63.3,3.775,35.93,24.71,13.66,4,20.23,9.92,3.44,2,17.03,8.82,3.38,2,36.79,24.84,13.15,4
-63.8,3.775,33.62,24.51,14.69,4,21.95,10.92,3.83,2,17.25,8.94,3.43,2,43.66,19.12,4.14,2
-64.3,3.775,57.56,43.72,25.77,7,21.1,10.66,3.85,2,16.17,8.36,3.21,2,47.57,21.58,4.72,2
-51.3,3.275,0,0,0,1,27.08,13.65,4.72,2,24.76,12.46,4.37,2,0,0,0,1
-51.8,3.275,0,0,0,1,12.61,12.93,10.4,3,26.06,13.4,4.82,2,0,0,0,1
-60.3,3.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-60.8,3.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-61.3,3.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-61.8,3.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-62.3,3.275,13.83,6.06,1.88,2,0,0,0,1,10.93,10.87,8.38,3,11.25,11.07,8.47,3
-62.8,3.275,28.97,21.45,13.15,4,0,0,0,1,9.95,10.03,7.72,3,29.54,21.73,13.1,4
-63.3,3.275,33.02,23.83,14.11,4,15.44,7.81,2.92,2,0,0,0,1,35.23,25.38,14.76,4
-63.8,3.275,32.55,13.85,3.4,2,15.07,7.75,2.97,2,0,0,0,1,39.84,18.73,5,2
-51.3,2.775,0,0,0,1,28.34,13.98,4.62,2,22.52,11.11,3.84,2,0,0,0,1
-51.8,2.775,0,0,0,1,12.58,13.03,10.57,3,22.78,11.58,4.18,2,11.43,10.3,7.32,3
-52.3,2.775,16.92,16.3,12.83,3,12.02,11.72,8.98,3,20.94,11,4.22,2,0,0,0,1
-60.3,2.775,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-60.8,2.775,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-61.3,2.775,15.52,13.73,9.84,3,0,0,0,1,18.46,9.8,3.86,2,0,0,0,1
-61.8,2.775,15.21,13.66,9.91,3,0,0,0,1,12.05,12.48,10.07,3,14.12,6.95,2.52,2
-62.3,2.775,0,0,0,1,0,0,0,1,12.19,12.64,10.22,3,17.65,8.74,3.13,2
-62.8,2.775,18.87,8.41,2.57,2,0,0,0,1,25.06,21.68,15.79,4,26.95,20.28,12.56,4
-63.3,2.775,25.77,11.25,3.12,2,0,0,0,1,9.51,9.09,6.68,3,31.71,23.13,13.74,4
-63.8,2.775,29.51,12.91,3.46,2,0,0,0,1,0,0,0,1,34.05,16.36,4.88,2
-50.8,2.275,20.36,9.63,3.16,2,15.05,2.93,-0.51,10,19.66,9.7,3.41,2,0,0,0,1
-51.3,2.275,18.7,9.19,3.24,2,14.81,3.2,-0.34,10,24.04,12.03,4.2,2,0,0,0,1
-51.8,2.275,-15.89,-6.7,-2.3,11,29.25,15.22,5.46,2,27.28,13.96,4.93,2,0,0,0,1
-52.3,2.275,13.07,12.27,9.18,3,48.55,31.91,14.99,5,25.92,13.58,5.04,2,0,0,0,1
-52.8,2.275,12.78,11.98,8.92,3,51.45,33.89,15.63,5,52.19,35.15,16.79,5,0,0,0,1
-53.3,2.275,11.72,11.25,8.48,3,65.27,47.26,22.73,5,9.93,9.55,7.08,3,0,0,0,1
-53.8,2.275,10.89,10.47,7.83,3,14.66,14.64,11.71,3,0,0,0,1,0,0,0,1
-54.8,2.275,0,0,0,1,11.26,11.05,8.45,3,0,0,0,1,0,0,0,1
-55.3,2.275,0,0,0,1,10.05,9.59,7.07,3,0,0,0,1,0,0,0,1
-55.8,2.275,0,0,0,1,9.35,8.76,6.3,3,0,0,0,1,0,0,0,1
-59.8,2.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-60.3,2.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-60.8,2.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-61.3,2.275,0,0,0,1,0,0,0,1,22.45,12.08,4.76,2,0,0,0,1
-61.8,2.275,0,0,0,1,0,0,0,1,22.97,12.28,4.78,2,14.54,7.22,2.64,2
-62.3,2.275,0,0,0,1,0,0,0,1,15.85,8.28,3.23,2,19.89,9.83,3.47,2
-62.8,2.275,14.01,6.46,2.15,2,0,0,0,1,0,0,0,1,26.03,12.97,4.43,2
-63.3,2.275,21.28,9.68,2.99,2,0,0,0,1,9,8.5,6.14,3,28.34,14.2,4.8,2
-50.3,1.775,25.69,12.15,3.83,2,17,3.98,-0.2,10,15.89,7.89,2.87,2,0,0,0,1
-50.8,1.775,25.14,12.08,3.93,2,19.63,4.73,-0.16,10,13.3,4.68,0.85,10,0,0,0,1
-51.3,1.775,25.38,12.72,4.42,2,22.75,6.43,0.3,10,15.85,5.24,0.74,10,0,0,0,1
-51.8,1.775,21.27,11.11,4.22,2,30.06,12.49,2.81,10,31.11,12.22,2.36,10,11.32,10.74,7.96,3
-52.3,1.775,0,0,0,1,62.65,46.03,23.57,5,71.39,54.25,26.01,5,10.59,9.9,7.2,3
-52.8,1.775,0,0,0,1,56.78,39.77,19.66,5,72.58,57.07,29.09,5,0,0,0,1
-53.3,1.775,9.24,8.71,6.3,3,11.57,11.31,8.64,3,12.33,12.88,10.49,3,0,0,0,1
-53.8,1.775,0,0,0,1,11.07,10.79,8.18,3,0,0,0,1,0,0,0,1
-54.3,1.775,0,0,0,1,10.11,9.73,7.23,3,0,0,0,1,0,0,0,1
-54.8,1.775,0,0,0,1,10.23,9.9,7.39,3,0,0,0,1,0,0,0,1
-55.3,1.775,0,0,0,1,9.63,9.23,6.79,3,0,0,0,1,0,0,0,1
-55.8,1.775,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-56.3,1.775,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-56.8,1.775,0,0,0,1,9.84,9.3,6.79,3,0,0,0,1,0,0,0,1
-57.3,1.775,17.66,16.58,12.76,3,14.12,14.05,11.16,3,0,0,0,1,0,0,0,1
-59.8,1.775,13.68,6.36,2.14,2,17.34,8.82,3.29,2,21.86,11.59,4.48,2,17.35,8.38,2.9,2
-60.3,1.775,0,0,0,1,0,0,0,1,25.67,13.67,5.21,2,14.35,7.04,2.54,2
-60.8,1.775,0,0,0,1,0,0,0,1,22.88,12.26,4.79,2,0,0,0,1
-61.3,1.775,0,0,0,1,0,0,0,1,18.37,9.88,3.97,2,0,0,0,1
-61.8,1.775,0,0,0,1,0,0,0,1,17.62,9.44,3.78,2,20.71,10.37,3.71,2
-62.3,1.775,0,0,0,1,0,0,0,1,0,0,0,1,24.43,12.15,4.19,2
-62.8,1.775,0,0,0,1,0,0,0,1,0,0,0,1,26.41,13.18,4.5,2
-63.3,1.775,16.13,7.66,2.61,2,0,0,0,1,0,0,0,1,30.11,15.18,5.12,2
-63.8,1.775,16.51,8.06,2.86,2,0,0,0,1,11,10.84,8.3,3,31.73,15.95,5.28,2
-67.3,1.775,0,0,0,1,11.15,11.03,8.47,3,16.11,1.07,-1.4,10,31.54,16.08,5.47,2
-67.8,1.775,46.61,30.08,13.86,5,8.26,1.69,-0.29,10,27.96,6.52,-0.36,10,34.1,17.4,5.8,2
-50.3,1.275,21.34,10.61,3.74,2,25.35,12.87,4.56,2,0,0,0,1,0,0,0,1
-50.8,1.275,22.27,11.22,4.01,2,58.81,39.74,17.91,5,17.97,9.26,3.51,2,0,0,0,1
-51.3,1.275,23.98,12.37,4.53,2,57.77,39.5,18.42,5,33.57,17.5,6.08,2,0,0,0,1
-51.8,1.275,21.37,11.24,4.3,2,25.48,13.57,5.18,2,71.68,53.59,24.44,5,14.3,13.89,10.78,3
-52.3,1.275,0,0,0,1,57.92,40.98,20.43,5,74.42,58.9,29.06,5,14.47,13.86,10.65,3
-52.8,1.275,0,0,0,1,52.47,45.01,32.59,7,73.77,57.97,28.57,5,12.68,11.84,8.77,3
-53.3,1.275,0,0,0,1,9.65,9.69,7.42,3,38.48,20.42,7.01,2,0,0,0,1
-53.8,1.275,0,0,0,1,0,0,0,1,18.75,9.84,3.81,2,0,0,0,1
-54.3,1.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-54.8,1.275,0,0,0,1,8.89,8.37,6.02,3,0,0,0,1,0,0,0,1
-55.3,1.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-55.8,1.275,0,0,0,1,0,0,0,1,15.23,7.69,2.87,2,0,0,0,1
-56.3,1.275,0,0,0,1,0,0,0,1,20.34,10.06,3.54,2,0,0,0,1
-56.8,1.275,0,0,0,1,0,0,0,1,24.91,12.2,4.1,2,0,0,0,1
-57.3,1.275,12.2,10.88,7.7,3,11.96,11.78,9.1,3,18.98,9.73,3.64,2,0,0,0,1
-57.8,1.275,17.86,16.67,12.76,3,16.17,15.84,12.59,3,0,0,0,1,0,0,0,1
-58.3,1.275,14.33,13.06,9.56,3,17.09,16.87,13.58,3,14.14,7.18,2.72,2,16.22,7.84,2.74,2
-59.3,1.275,14.17,6.44,2.09,2,13.76,13.62,10.73,3,19.28,10.01,3.81,2,20.87,10.06,3.39,2
-59.8,1.275,14.13,6.53,2.17,2,15.73,7.92,2.93,2,23.67,12.47,4.72,2,20.14,9.75,3.32,2
-60.3,1.275,0,0,0,1,0,0,0,1,27.67,14.54,5.35,2,19.26,9.42,3.28,2
-60.8,1.275,0,0,0,1,0,0,0,1,21.46,11.43,4.46,2,17.55,8.78,3.2,2
-61.3,1.275,16.9,7.88,2.62,2,0,0,0,1,0,0,0,1,22.95,11.59,4.14,2
-61.8,1.275,21.19,9.72,3.05,2,42.9,26.84,12.04,5,0,0,0,1,20.39,6.26,0.6,10
-62.3,1.275,0,0,0,1,0,0,0,1,0,0,0,1,30.25,15.23,5.13,2
-62.8,1.275,0,0,0,1,0,0,0,1,0,0,0,1,22.94,11.61,4.16,2
-63.3,1.275,0,0,0,1,0,0,0,1,0,0,0,1,20.53,10.47,3.85,2
-63.8,1.275,0,0,0,1,0,0,0,1,20.7,10.95,4.25,2,21.08,10.65,3.84,2
-64.3,1.275,0,0,0,1,12.9,11.84,8.66,3,11.71,12.19,9.84,3,25.22,19.21,12.06,4
-64.8,1.275,0,0,0,1,3.67,5.84,5.22,4,9.1,9.05,6.82,3,0,0,0,1
-67.3,1.275,0,0,0,1,8.91,8.5,6.19,3,11.87,-0.26,-1.57,14,27.63,21.25,13.51,4
-67.8,1.275,0,0,0,1,5.98,1.26,-0.2,10,23.78,5.43,-0.36,10,32.54,16.86,5.85,2
-68.3,1.275,0,0,0,1,10.06,3.45,0.59,10,35.54,13.96,2.51,10,60.4,50.82,34.76,7
-68.8,1.275,0,0,0,1,0,0,0,1,26.09,13.83,5.22,2,26.28,13.83,5.15,2
-69.3,1.275,0,0,0,1,-2.66,-2.07,-1.06,6,0,0,0,1,17.49,9.24,3.64,2
-69.8,1.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-50.3,0.775,0,0,0,1,15.68,7.94,2.97,2,0,0,0,1,0,0,0,1
-50.8,0.775,15.24,7.82,2.98,2,20,10.39,3.94,2,14.59,7.54,2.92,2,0,0,0,1
-51.3,0.775,20.18,10.44,3.92,2,26.91,14.34,5.42,2,39.47,20.8,6.98,2,0,0,0,1
-51.8,0.775,18.36,9.76,3.85,2,26,14.09,5.51,2,77.99,64.91,32.46,5,12.07,11.41,8.49,3
-52.3,0.775,0,0,0,1,55.58,38.91,19.41,5,73.41,58.02,29.34,5,14.95,14.21,10.88,3
-52.8,0.775,0,0,0,1,8.92,9.22,7.15,3,65.91,47.65,22.5,5,12.07,11,7.93,3
-53.3,0.775,0,0,0,1,8.14,8.09,6.02,3,38.67,20.22,6.74,2,0,0,0,1
-53.8,0.775,0,0,0,1,0,0,0,1,34.44,17.81,6.05,2,0,0,0,1
-54.3,0.775,0,0,0,1,0,0,0,1,23.85,12.38,4.58,2,0,0,0,1
-54.8,0.775,0,0,0,1,0,0,0,1,23.16,11.65,4.13,2,0,0,0,1
-55.3,0.775,0,0,0,1,0,0,0,1,24.93,12.13,4.03,2,0,0,0,1
-55.8,0.775,0,0,0,1,15.41,7.93,3.04,2,25.49,19.37,12.17,4,0,0,0,1
-56.3,0.775,0,0,0,1,16.87,8.77,3.38,2,24.92,18.26,10.98,4,0,0,0,1
-56.8,0.775,0,0,0,1,17.68,9.21,3.55,2,51.23,40.8,26.55,7,0,0,0,1
-57.3,0.775,0,0,0,1,17.8,9.24,3.54,2,22.75,11.14,3.8,2,25.31,19.36,12.27,4
-57.8,0.775,0,0,0,1,12.73,12.27,9.36,3,0,0,0,1,0,0,0,1
-58.3,0.775,12.94,11.92,8.74,3,13.29,12.62,9.55,3,0,0,0,1,14.2,6.96,2.51,2
-58.8,0.775,14.43,13.46,10.07,3,14.37,13.93,10.82,3,0,0,0,1,18.32,8.95,3.14,2
-59.3,0.775,13.82,12.95,9.69,3,14.37,13.95,10.86,3,15.1,7.72,2.93,2,18.29,8.92,3.11,2
-59.8,0.775,13.14,12.29,9.14,3,13.37,12.82,9.78,3,16.16,8.4,3.25,2,16.61,8.16,2.91,2
-60.3,0.775,0,0,0,1,0,0,0,1,14.8,7.71,3.01,2,17.75,8.74,3.1,2
-60.8,0.775,0,0,0,1,0,0,0,1,0,0,0,1,20.31,10.12,3.6,2
-61.3,0.775,17.2,8.08,2.7,2,17.03,8.81,3.38,2,0,0,0,1,25.63,12.83,4.43,2
-61.8,0.775,15.42,7.34,2.53,2,49.36,32.56,15.29,5,0,0,0,1,27.19,13.58,4.62,2
-62.3,0.775,0,0,0,1,0,0,0,1,0,0,0,1,20.64,10.51,3.85,2
-62.8,0.775,0,0,0,1,0,0,0,1,15.09,7.87,3.07,2,0,0,0,1
-63.3,0.775,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-63.8,0.775,0,0,0,1,12,10.97,7.94,3,23.55,12.27,4.57,2,19.02,9.62,3.52,2
-64.3,0.775,0,0,0,1,13.42,12.34,9.07,3,24.84,12.96,4.8,2,21.13,10.79,3.96,2
-64.8,0.775,0,0,0,1,13.62,12.39,9.04,3,16.06,8.54,3.41,2,0,0,0,1
-65.3,0.775,0,0,0,1,1.63,4.29,4.13,4,0,0,0,1,0,0,0,1
-65.8,0.775,0,0,0,1,-1.75,1.46,2.03,4,0,0,0,1,0,0,0,1
-66.8,0.775,0,0,0,1,11.15,10.54,7.79,3,-5.04,-4.05,-1.88,10,0,0,0,1
-67.3,0.775,0,0,0,1,0,0,0,1,3.14,-0.81,-1.07,10,0,0,0,1
-67.8,0.775,8.95,8.89,6.68,3,0,0,0,1,34.85,18.51,6.57,2,27.16,14.31,5.31,2
-68.3,0.775,9.06,9.13,6.95,3,0,0,0,1,32.24,17.12,6.21,2,34.07,17.89,6.26,2
-68.8,0.775,10.89,10.35,7.67,3,0,0,0,1,18.44,9.78,3.85,2,25.94,13.62,5.06,2
-49.8,0.275,0,0,0,1,0,0,0,1,16.35,8.39,3.19,2,0,0,0,1
-50.3,0.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-50.8,0.275,16.77,8.86,3.5,2,16.44,8.73,3.47,2,0,0,0,1,0,0,0,1
-51.3,0.275,15.39,8.18,3.28,2,0,0,0,1,23.63,12.78,5.04,2,0,0,0,1
-51.8,0.275,15.66,8.32,3.33,2,54.59,38.4,19.5,5,71.12,55.13,27.94,5,0,0,0,1
-52.3,0.275,0,0,0,1,51.26,35.22,17.55,5,71.46,55.52,28.14,5,0,0,0,1
-52.8,0.275,0,0,0,1,0,0,0,1,35.01,18.52,6.52,2,0,0,0,1
-53.3,0.275,0,0,0,1,0,0,0,1,38.93,20.29,6.7,2,0,0,0,1
-53.8,0.275,0,0,0,1,15.7,8.36,3.35,2,44.21,33.08,19.8,4,15.42,7.08,2.3,2
-54.3,0.275,0,0,0,1,0,0,0,1,38.39,28.9,17.71,4,19.6,9.03,2.86,2
-54.8,0.275,0,0,0,1,0,0,0,1,31.75,23.18,13.78,4,0,0,0,1
-55.3,0.275,0,0,0,1,19.02,9.81,3.7,2,56.54,47.4,32.9,7,9.51,8.85,6.34,3
-55.8,0.275,0,0,0,1,24.6,12.67,4.61,2,30.42,23.16,14.58,4,23.24,17.28,10.56,4
-56.3,0.275,0,0,0,1,25.51,13.17,4.78,2,29.06,21.42,12.95,4,18.54,8.47,2.67,2
-56.8,0.275,0,0,0,1,22.52,11.67,4.34,2,54.18,44.4,29.99,7,19.91,8.96,2.73,2
-57.3,0.275,0,0,0,1,19.48,10.13,3.85,2,54.73,45.54,31.47,7,27.29,20.25,12.38,4
-57.8,0.275,0,0,0,1,11.53,11,8.23,3,16.39,8.02,2.85,2,15.15,7.22,2.49,2
-58.3,0.275,0,0,0,1,0,0,0,1,-1.09,-1.79,-1.11,10,0,0,0,1
-58.8,0.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-59.3,0.275,0,0,0,1,0,0,0,1,15.93,8.16,3.1,2,14.77,7.42,2.76,2
-59.8,0.275,0,0,0,1,0,0,0,1,0,0,0,1,13.69,6.82,2.52,2
-60.3,0.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-60.8,0.275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-61.3,0.275,0,0,0,1,0,0,0,1,10.5,10.25,7.74,3,15.62,7.85,2.9,2
-61.8,0.275,0,0,0,1,0,0,0,1,10.51,10.47,8.05,3,14.36,7.28,2.74,2
-62.3,0.275,0,0,0,1,26.38,28.98,27.21,6,10.48,10.95,8.74,3,15.54,7.82,2.9,2
-62.8,0.275,0,0,0,1,10.13,9.44,6.83,3,23.14,18.09,11.69,4,14.94,7.49,2.77,2
-63.3,0.275,0,0,0,1,12.49,11.67,8.65,3,24.9,19.77,13.03,4,15.38,7.81,2.93,2
-63.8,0.275,0,0,0,1,11.45,10.67,7.82,3,29.15,14.69,4.99,2,22.05,11,3.87,2
-64.3,0.275,0,0,0,1,11.78,10.85,7.89,3,30.37,15.5,5.32,2,23.39,11.85,4.24,2
-64.8,0.275,0,0,0,1,19.37,23.23,22.71,8,22.71,12.16,4.75,2,17.13,8.93,3.45,2
-65.3,0.275,0,0,0,1,15.37,12.58,8.36,7,0,0,0,1,0,0,0,1
-65.8,0.275,0,0,0,1,-7.28,-2.39,-0.35,4,0,0,0,1,0,0,0,1
-66.3,0.275,-10.48,-4.95,-1.85,2,-12.1,-5.62,-2.06,2,0,0,0,1,0,0,0,1
-66.8,0.275,0,0,0,1,0,0,0,1,4.09,3.56,2.26,12,0,0,0,1
-67.3,0.275,0,0,0,1,0,0,0,1,-6.88,-4.23,-1.82,10,0,0,0,1
-67.8,0.275,15.54,8.31,3.35,2,0,0,0,1,29.04,15.37,5.67,2,25.09,13.23,4.98,2
-68.3,0.275,20.67,11.02,4.32,2,15.1,7.93,3.13,2,25.35,13.22,4.88,2,34.01,17.58,5.99,2
-68.8,0.275,0,0,0,1,0,0,0,1,18.35,9.62,3.72,2,28.4,14.85,5.39,2
-69.3,0.275,0,0,0,1,0,0,0,1,16.13,8.5,3.35,2,20.01,10.59,4.12,2
-69.8,0.275,0,0,0,1,0,0,0,1,17.02,8.89,3.44,2,14.87,7.75,3.03,2
-48.8,-0.225,0,0,0,1,8.79,2.25,-0.01,10,36,17.85,5.52,2,-12.18,-5.57,-2.03,5
-49.3,-0.225,0,0,0,1,0,0,0,1,33.42,17.07,5.72,2,-12.1,-5.51,-2,5
-49.8,-0.225,0,0,0,1,0,0,0,1,27.23,9.23,1.18,8,0,0,0,1
-50.3,-0.225,0,0,0,1,0,0,0,1,27.37,23.14,16.49,4,26.94,21.06,13.74,4
-50.8,-0.225,16.86,8.99,3.59,2,0,0,0,1,24.07,19.69,13.43,4,26.77,21.37,14.29,4
-51.3,-0.225,0,0,0,1,0,0,0,1,23.3,18.27,11.85,4,29.7,25.89,19.25,4
-51.8,-0.225,0,0,0,1,46.42,31.01,15.18,5,62.59,44.72,21.6,5,27.06,20.47,12.82,4
-52.3,-0.225,0,0,0,1,0,0,0,1,30.03,15.77,5.7,2,15.34,6.98,2.24,2
-52.8,-0.225,0,0,0,1,0,0,0,1,33.53,17.71,6.3,2,13.33,6.24,2.11,2
-53.3,-0.225,0,0,0,1,0,0,0,1,34.68,18.02,6.16,2,14.04,6.59,2.23,2
-53.8,-0.225,0,0,0,1,0,0,0,1,31.14,15.55,5.1,2,16.84,7.61,2.39,2
-54.3,-0.225,0,0,0,1,0,0,0,1,31.77,23.74,14.53,4,24.8,18.02,10.71,4
-54.8,-0.225,0,0,0,1,43.23,27.79,13.01,5,36.25,18.23,5.8,2,60.54,60.52,54.76,9
-55.3,-0.225,0,0,0,1,23.14,12.06,4.51,2,36.06,24.89,13.57,4,25.49,19.15,11.86,4
-55.8,-0.225,0,0,0,1,29.34,15.1,5.31,2,36.42,25.72,14.52,4,27.15,19.84,11.88,4
-56.3,-0.225,0,0,0,1,30.78,15.87,5.54,2,34.02,23.25,12.62,4,22.07,10.06,3.07,2
-56.8,-0.225,15.89,8.11,3.07,2,57.05,38.23,17.26,5,29.31,13.53,3.96,2,22.09,9.91,2.95,2
-57.3,-0.225,16.27,8.35,3.17,2,53.62,35.5,16.22,5,23.24,11.06,3.6,2,19.53,8.87,2.75,2
-57.8,-0.225,0,0,0,1,49.09,42.33,31.11,7,20.43,16.44,10.93,12,16.06,7.6,2.57,2
-58.3,-0.225,0,0,0,1,0,0,0,1,-1.76,-2.35,-1.35,10,0,0,0,1
-58.8,-0.225,0,0,0,1,0,0,0,1,-8.95,-4.93,-1.98,10,0,0,0,1
-59.3,-0.225,0,0,0,1,0,0,0,1,-8.39,-4.64,-1.89,10,0,0,0,1
-59.8,-0.225,0,0,0,1,0,0,0,1,15.26,7.71,2.88,2,0,0,0,1
-60.3,-0.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-60.8,-0.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-61.3,-0.225,0,0,0,1,0,0,0,1,12.74,12.17,9.22,3,0,0,0,1
-61.8,-0.225,0,0,0,1,28.87,32,30.62,6,43.53,41.4,34.71,7,0,0,0,1
-62.3,-0.225,0,0,0,1,11.27,10.29,7.39,3,11.4,11.45,8.94,3,0,0,0,1
-62.8,-0.225,0,0,0,1,12.06,10.91,7.82,3,9.93,9.94,7.62,3,0,0,0,1
-63.3,-0.225,0,0,0,1,13.53,12.41,9.12,3,18.68,9.69,3.69,2,0,0,0,1
-63.8,-0.225,0,0,0,1,0,0,0,1,27.92,13.97,4.73,2,19.94,9.98,3.58,2
-64.3,-0.225,0,0,0,1,9.6,8.65,6.05,3,30.02,15.06,5.04,2,23.05,11.59,4.1,2
-64.8,-0.225,0,0,0,1,0,0,0,1,24.49,12.98,4.94,2,18.89,9.82,3.74,2
-65.3,-0.225,0,0,0,1,-0.89,2.13,2.5,4,0,0,0,1,0,0,0,1
-65.8,-0.225,0,0,0,1,-1.53,-1.93,-1.14,5,0,0,0,1,0,0,0,1
-66.3,-0.225,0,0,0,1,-13.08,-5.97,-2.15,2,0,0,0,1,0,0,0,1
-66.8,-0.225,0,0,0,1,0,0,0,1,16.63,8.92,3.6,2,0,0,0,1
-67.3,-0.225,0,0,0,1,0,0,0,1,17.85,9.55,3.82,2,0,0,0,1
-67.8,-0.225,23.66,19.8,13.84,4,0,0,0,1,26.86,14.27,5.37,2,24.04,12.73,4.85,2
-68.3,-0.225,31.39,24.84,16.36,4,16.29,8.64,3.43,2,25.5,13.34,4.94,2,34.48,17.93,6.15,2
-68.8,-0.225,28.76,23.53,16.14,4,15.97,8.44,3.35,2,20.68,10.86,4.17,2,29.8,15.68,5.69,2
-69.3,-0.225,15.67,8.34,3.34,2,12.47,13,10.59,3,19.17,10.12,3.95,2,21.72,11.55,4.48,2
-69.8,-0.225,0,0,0,1,0,0,0,1,20.43,10.75,4.14,2,17.57,9.22,3.59,2
-47.3,-0.725,0,0,0,1,0,0,0,1,46.42,-5.71,-2.3,15,17.38,6.78,1.71,2
-47.8,-0.725,0,0,0,1,0,0,0,1,75.03,-1.91,-2.3,15,0,0,0,1
-48.8,-0.725,0,0,0,1,19.1,9.28,3.17,5,34.2,17.48,5.82,2,-15.3,-6.55,-2.27,10
-49.3,-0.725,0,0,0,1,0,0,0,1,25.36,13.41,5.05,2,0,0,0,1
-49.8,-0.725,0,0,0,1,0,0,0,1,26.1,13.97,5.35,2,0,0,0,1
-50.3,-0.725,0,0,0,1,7.43,5.95,3.69,11,54.07,57.02,54.85,15,18.76,8.36,2.54,2
-50.8,-0.725,22.56,11.96,4.6,2,16.29,8.74,3.53,2,73.21,56.95,27.7,5,17.42,12.63,7.47,12
-51.3,-0.725,23.58,12.54,4.82,2,49.71,33.7,16.58,5,70.26,64.39,48.99,7,27.04,19.97,12.19,12
-51.8,-0.725,22.68,12.06,4.66,2,56.89,39.78,19.57,5,64.32,45,20.32,5,35.51,23.54,12.23,4
-52.3,-0.725,15.21,8,3.16,2,0,0,0,1,19.65,6.91,1.15,10,23.01,10.14,2.89,2
-52.8,-0.725,0,0,0,1,0,0,0,1,24.64,12.92,4.84,2,16.46,7.57,2.45,2
-53.3,-0.725,0,0,0,1,0,0,0,1,25.45,13.15,4.78,2,12.53,5.74,1.9,2
-53.8,-0.725,0,0,0,1,0,0,0,1,22.54,11.42,4.11,2,0,0,0,1
-54.3,-0.725,0,0,0,1,0,0,0,1,31.94,16.54,5.76,2,13.5,13.22,10.27,3
-54.8,-0.725,0,0,0,1,42.31,27.03,12.59,5,68.25,48.44,21,5,52.85,43.24,29.24,7
-55.3,-0.725,0,0,0,1,51.53,34.26,16.06,5,40.74,19.59,5.42,2,25.53,19.27,12.01,4
-55.8,-0.725,0,0,0,1,30.36,15.65,5.48,2,37.78,26.1,14.2,4,27.01,19.52,11.54,4
-56.3,-0.725,0,0,0,1,62.12,42.6,18.95,5,34.73,15.69,4.14,2,21.81,9.94,3.05,2
-56.8,-0.725,19.89,10.29,3.88,2,35.44,15.9,4,10,29.09,13.49,3.98,2,21.77,9.75,2.9,2
-57.3,-0.725,17.73,9.19,3.51,2,24.67,10.15,2.4,10,21.37,10.28,3.45,2,18.39,8.4,2.66,2
